#WEBOTS_MOTION,V1.0,LShoulderPitch,LShoulderRoll,LElbowYaw,LElbowRoll,LHipYawPitch,LHipRoll,LHipPitch,LKneePitch,LAnklePitch,LAnkleRoll,RHipYawPitch,RHipRoll,RHipPitch,RKneePitch,RAnklePitch,RAnkleRoll,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll
10.64,Pose134,1.745,0.349,-1.396,-1.396,-0.02,-0.199,-0.453,0.966,-0.491,0.237,-0.02,-0.24,-0.5,1.025,-0.503,0.24,1.745,-0.349,1.396,1.396
10.72,Pose135,1.745,0.349,-1.396,-1.396,-0.005,-0.208,-0.472,0.972,-0.492,0.217,-0.005,-0.218,-0.487,0.988,-0.493,0.218,1.745,-0.349,1.396,1.396
10.8,Pose136,1.745,0.349,-1.396,-1.396,0,-0.191,-0.488,0.985,-0.497,0.192,0,-0.192,-0.488,0.985,-0.496,0.192,1.745,-0.349,1.396,1.396
10.88,Pose137,1.745,0.349,-1.396,-1.396,0,-0.14,-0.506,1.016,-0.51,0.14,0,-0.14,-0.506,1.015,-0.51,0.14,1.745,-0.349,1.396,1.396
10.96,Pose138,1.745,0.349,-1.396,-1.396,0,-0.095,-0.517,1.035,-0.518,0.095,0,-0.095,-0.516,1.035,-0.518,0.095,1.745,-0.349,1.396,1.396
11.04,Pose139,1.745,0.349,-1.396,-1.396,0,-0.043,-0.524,1.048,-0.524,0.043,0,-0.043,-0.524,1.048,-0.524,0.043,1.745,-0.349,1.396,1.396
11.12,Pose140,1.745,0.349,-1.396,-1.396,0,0.041,-0.525,1.049,-0.524,-0.041,0,0.041,-0.525,1.049,-0.524,-0.041,1.745,-0.349,1.396,1.396
11.2,Pose141,1.745,0.349,-1.396,-1.396,0,0.094,-0.518,1.037,-0.519,-0.094,0,0.094,-0.518,1.037,-0.518,-0.094,1.745,-0.349,1.396,1.396
11.28,Pose142,1.745,0.349,-1.396,-1.396,0,0.142,-0.507,1.017,-0.51,-0.142,0,0.142,-0.507,1.017,-0.51,-0.142,1.745,-0.349,1.396,1.396
11.36,Pose143,1.745,0.349,-1.396,-1.396,-0.001,0.196,-0.49,0.986,-0.496,-0.196,-0.001,0.195,-0.489,0.983,-0.494,-0.196,1.745,-0.349,1.396,1.396
11.44,Pose144,1.745,0.349,-1.396,-1.396,-0.012,0.224,-0.493,0.996,-0.5,-0.224,-0.012,0.213,-0.474,0.964,-0.486,-0.222,1.745,-0.349,1.396,1.396
11.52,Pose145,1.745,0.349,-1.396,-1.396,-0.031,0.247,-0.508,1.039,-0.516,-0.247,-0.031,0.204,-0.457,0.954,-0.483,-0.242,1.745,-0.349,1.396,1.396
11.6,Pose146,1.745,0.349,-1.396,-1.396,-0.073,0.274,-0.541,1.139,-0.556,-0.274,-0.073,0.177,-0.425,0.952,-0.485,-0.264,1.745,-0.349,1.396,1.396
11.68,Pose147,1.745,0.349,-1.396,-1.396,-0.108,0.289,-0.56,1.211,-0.585,-0.287,-0.108,0.187,-0.4,0.957,-0.491,-0.275,1.745,-0.349,1.396,1.396
11.76,Pose148,1.745,0.349,-1.396,-1.396,-0.168,0.306,-0.567,1.3,-0.625,-0.3,-0.168,0.195,-0.354,0.966,-0.504,-0.286,1.745,-0.349,1.396,1.396
11.84,Pose149,1.745,0.349,-1.396,-1.396,-0.211,0.314,-0.552,1.334,-0.642,-0.303,-0.211,0.197,-0.318,0.971,-0.514,-0.29,1.745,-0.349,1.396,1.396
11.92,Pose150,1.745,0.349,-1.396,-1.396,-0.254,0.32,-0.523,1.344,-0.65,-0.303,-0.254,0.195,-0.278,0.973,-0.524,-0.291,1.745,-0.349,1.396,1.396
12,Pose151,1.745,0.349,-1.396,-1.396,-0.318,0.324,-0.454,1.31,-0.639,-0.296,-0.318,0.185,-0.214,0.968,-0.536,-0.288,1.745,-0.349,1.396,1.396
12.08,Pose152,1.745,0.349,-1.396,-1.396,-0.358,0.323,-0.397,1.26,-0.617,-0.287,-0.358,0.174,-0.172,0.962,-0.543,-0.283,1.745,-0.349,1.396,1.396
12.16,Pose153,1.745,0.349,-1.396,-1.396,-0.41,0.317,-0.307,1.157,-0.566,-0.269,-0.41,0.152,-0.115,0.951,-0.551,-0.269,1.745,-0.349,1.396,1.396
12.24,Pose154,1.745,0.349,-1.396,-1.396,-0.438,0.309,-0.252,1.085,-0.529,-0.252,-0.438,0.141,-0.085,0.946,-0.555,-0.256,1.745,-0.349,1.396,1.396
12.32,Pose155,1.745,0.349,-1.396,-1.396,-0.467,0.288,-0.19,1.002,-0.486,-0.222,-0.467,0.167,-0.059,0.947,-0.561,-0.23,1.745,-0.349,1.396,1.396
12.4,Pose156,1.745,0.349,-1.396,-1.396,-0.476,0.267,-0.17,0.98,-0.476,-0.199,-0.476,0.157,-0.057,0.957,-0.565,-0.207,1.745,-0.349,1.396,1.396
12.48,Pose157,1.745,0.349,-1.396,-1.396,-0.477,0.238,-0.17,0.992,-0.487,-0.17,-0.477,0.13,-0.071,0.975,-0.567,-0.179,1.745,-0.349,1.396,1.396
12.56,Pose158,1.745,0.349,-1.396,-1.396,-0.478,0.177,-0.174,1.022,-0.514,-0.112,-0.478,0.071,-0.107,1.01,-0.569,-0.123,1.745,-0.349,1.396,1.396
12.64,Pose159,1.745,0.349,-1.396,-1.396,-0.478,0.126,-0.172,1.037,-0.534,-0.063,-0.478,0.021,-0.132,1.03,-0.566,-0.076,1.745,-0.349,1.396,1.396
12.72,Pose160,1.745,0.349,-1.396,-1.396,-0.478,0.039,-0.155,1.043,-0.557,0.019,-0.478,-0.065,-0.162,1.044,-0.551,0.005,1.745,-0.349,1.396,1.396
12.8,Pose161,1.745,0.349,-1.396,-1.396,-0.478,-0.019,-0.134,1.032,-0.566,0.074,-0.478,-0.123,-0.173,1.039,-0.535,0.061,1.745,-0.349,1.396,1.396
12.88,Pose162,1.745,0.349,-1.396,-1.396,-0.478,-0.095,-0.096,1,-0.569,0.146,-0.478,-0.202,-0.176,1.015,-0.505,0.134,1.745,-0.349,1.396,1.396
12.96,Pose163,1.745,0.349,-1.396,-1.396,-0.477,-0.135,-0.07,0.973,-0.567,0.184,-0.477,-0.243,-0.171,0.992,-0.485,0.174,1.745,-0.349,1.396,1.396
13.04,Pose164,1.745,0.349,-1.396,-1.396,-0.466,-0.171,-0.042,0.938,-0.561,0.224,-0.466,-0.289,-0.18,0.994,-0.478,0.218,1.745,-0.349,1.396,1.396
13.12,Pose165,1.745,0.349,-1.396,-1.396,-0.448,-0.166,-0.041,0.925,-0.556,0.244,-0.448,-0.31,-0.209,1.035,-0.497,0.242,1.745,-0.349,1.396,1.396
13.2,Pose166,1.745,0.349,-1.396,-1.396,-0.408,-0.148,-0.066,0.922,-0.55,0.267,-0.408,-0.331,-0.282,1.134,-0.545,0.271,1.745,-0.349,1.396,1.396
13.28,Pose167,1.745,0.349,-1.396,-1.396,-0.374,-0.165,-0.096,0.928,-0.547,0.278,-0.374,-0.337,-0.34,1.205,-0.579,0.285,1.745,-0.349,1.396,1.396
13.36,Pose168,1.745,0.349,-1.396,-1.396,-0.316,-0.183,-0.156,0.943,-0.541,0.289,-0.316,-0.339,-0.428,1.293,-0.617,0.3,1.745,-0.349,1.396,1.396
13.44,Pose169,1.745,0.349,-1.396,-1.396,-0.274,-0.191,-0.201,0.953,-0.535,0.292,-0.274,-0.335,-0.48,1.327,-0.628,0.305,1.745,-0.349,1.396,1.396
13.52,Pose170,1.745,0.349,-1.396,-1.396,-0.21,-0.197,-0.27,0.965,-0.525,0.292,-0.21,-0.324,-0.537,1.333,-0.624,0.305,1.745,-0.349,1.396,1.396
13.6,Pose171,1.745,0.349,-1.396,-1.396,-0.147,-0.194,-0.333,0.969,-0.513,0.285,-0.147,-0.307,-0.56,1.283,-0.598,0.298,1.745,-0.349,1.396,1.396
13.68,Pose172,1.745,0.349,-1.396,-1.396,-0.107,-0.189,-0.37,0.969,-0.505,0.277,-0.107,-0.294,-0.557,1.225,-0.574,0.288,1.745,-0.349,1.396,1.396
13.76,Pose173,1.745,0.349,-1.396,-1.396,-0.057,-0.174,-0.417,0.965,-0.495,0.261,-0.057,-0.27,-0.532,1.12,-0.534,0.268,1.745,-0.349,1.396,1.396
13.84,Pose174,1.745,0.349,-1.396,-1.396,-0.03,-0.186,-0.442,0.965,-0.491,0.246,-0.03,-0.251,-0.51,1.053,-0.512,0.25,1.745,-0.349,1.396,1.396
13.92,Pose175,1.745,0.349,-1.396,-1.396,-0.005,-0.208,-0.472,0.972,-0.492,0.217,-0.005,-0.218,-0.487,0.988,-0.493,0.218,1.745,-0.349,1.396,1.396
14,Pose176,1.745,0.349,-1.396,-1.396,0,-0.176,-0.495,0.995,-0.5,0.176,0,-0.176,-0.494,0.995,-0.5,0.176,1.745,-0.349,1.396,1.396
14.08,Pose177,1.745,0.349,-1.396,-1.396,0,-0.14,-0.506,1.016,-0.51,0.14,0,-0.14,-0.506,1.016,-0.51,0.14,1.745,-0.349,1.396,1.396
14.16,Pose178,1.745,0.349,-1.396,-1.396,0,-0.07,-0.521,1.042,-0.521,0.07,0,-0.07,-0.521,1.042,-0.521,0.07,1.745,-0.349,1.396,1.396
14.24,Pose179,1.745,0.349,-1.396,-1.396,0,0.013,-0.526,1.051,-0.525,-0.013,0,0.013,-0.526,1.051,-0.525,-0.013,1.745,-0.349,1.396,1.396
14.32,Pose180,1.745,0.349,-1.396,-1.396,0,0.068,-0.523,1.044,-0.522,-0.068,0,0.068,-0.522,1.044,-0.522,-0.068,1.745,-0.349,1.396,1.396
14.4,Pose181,1.745,0.349,-1.396,-1.396,0,0.142,-0.508,1.017,-0.51,-0.142,0,0.142,-0.507,1.017,-0.51,-0.142,1.745,-0.349,1.396,1.396
14.48,Pose182,1.745,0.349,-1.396,-1.396,-0.001,0.196,-0.49,0.986,-0.496,-0.196,-0.001,0.195,-0.489,0.983,-0.494,-0.196,1.745,-0.349,1.396,1.396
14.56,Pose183,1.745,0.349,-1.396,-1.396,-0.012,0.224,-0.493,0.996,-0.5,-0.224,-0.012,0.213,-0.474,0.964,-0.486,-0.222,1.745,-0.349,1.396,1.396
14.64,Pose184,1.745,0.349,-1.396,-1.396,-0.043,0.257,-0.519,1.069,-0.528,-0.257,-0.043,0.191,-0.447,0.952,-0.482,-0.251,1.745,-0.349,1.396,1.396
14.72,Pose185,1.745,0.349,-1.396,-1.396,-0.09,0.282,-0.552,1.176,-0.571,-0.281,-0.09,0.183,-0.413,0.954,-0.488,-0.27,1.745,-0.349,1.396,1.396
14.8,Pose186,1.745,0.349,-1.396,-1.396,-0.127,0.296,-0.565,1.244,-0.6,-0.292,-0.127,0.191,-0.386,0.96,-0.495,-0.279,1.745,-0.349,1.396,1.396
14.88,Pose187,1.745,0.349,-1.396,-1.396,-0.189,0.31,-0.562,1.32,-0.634,-0.302,-0.189,0.196,-0.337,0.969,-0.509,-0.288,1.745,-0.349,1.396,1.396
14.96,Pose188,1.745,0.349,-1.396,-1.396,-0.254,0.32,-0.523,1.344,-0.65,-0.303,-0.254,0.195,-0.278,0.973,-0.524,-0.291,1.745,-0.349,1.396,1.396
15.04,Pose189,1.745,0.349,-1.396,-1.396,-0.318,0.324,-0.454,1.31,-0.639,-0.296,-0.318,0.185,-0.215,0.968,-0.536,-0.288,1.745,-0.349,1.396,1.396
15.12,Pose190,1.745,0.349,-1.396,-1.396,-0.358,0.323,-0.397,1.26,-0.617,-0.287,-0.358,0.174,-0.172,0.962,-0.543,-0.283,1.745,-0.349,1.396,1.396
15.2,Pose191,1.745,0.349,-1.396,-1.396,-0.41,0.317,-0.307,1.157,-0.566,-0.268,-0.41,0.152,-0.115,0.951,-0.551,-0.269,1.745,-0.349,1.396,1.396
15.28,Pose192,1.745,0.349,-1.396,-1.396,-0.449,0.303,-0.228,1.053,-0.512,-0.243,-0.449,0.15,-0.073,0.945,-0.557,-0.248,1.745,-0.349,1.396,1.396
15.36,Pose193,1.745,0.349,-1.396,-1.396,-0.473,0.278,-0.178,0.987,-0.478,-0.211,-0.473,0.165,-0.056,0.951,-0.563,-0.219,1.745,-0.349,1.396,1.396
15.44,Pose194,1.745,0.349,-1.396,-1.396,-0.477,0.238,-0.17,0.992,-0.487,-0.169,-0.477,0.13,-0.071,0.975,-0.567,-0.179,1.745,-0.349,1.396,1.396
15.52,Pose195,1.745,0.349,-1.396,-1.396,-0.478,0.177,-0.174,1.022,-0.515,-0.111,-0.478,0.071,-0.108,1.01,-0.569,-0.123,1.745,-0.349,1.396,1.396
15.6,Pose196,1.745,0.349,-1.396,-1.396,-0.478,0.125,-0.172,1.037,-0.534,-0.062,-0.478,0.02,-0.133,1.03,-0.565,-0.075,1.745,-0.349,1.396,1.396
15.68,Pose197,1.745,0.349,-1.396,-1.396,-0.478,0.038,-0.155,1.043,-0.556,0.02,-0.478,-0.066,-0.162,1.044,-0.55,0.006,1.745,-0.349,1.396,1.396
15.76,Pose198,1.745,0.349,-1.396,-1.396,-0.478,-0.047,-0.122,1.023,-0.568,0.101,-0.478,-0.152,-0.176,1.033,-0.524,0.088,1.745,-0.349,1.396,1.396
15.84,Pose199,1.745,0.349,-1.396,-1.396,-0.478,-0.118,-0.082,0.986,-0.568,0.168,-0.478,-0.225,-0.174,1.003,-0.493,0.157,1.745,-0.349,1.396,1.396
15.92,Pose200,1.745,0.349,-1.396,-1.396,-0.472,-0.165,-0.047,0.947,-0.562,0.215,-0.472,-0.277,-0.173,0.983,-0.473,0.206,1.745,-0.349,1.396,1.396
16,Pose201,1.745,0.349,-1.396,-1.396,-0.448,-0.17,-0.039,0.922,-0.554,0.248,-0.448,-0.314,-0.21,1.033,-0.494,0.245,1.745,-0.349,1.396,1.396
16.08,Pose202,1.745,0.349,-1.396,-1.396,-0.408,-0.153,-0.063,0.917,-0.547,0.272,-0.408,-0.336,-0.282,1.13,-0.541,0.275,1.745,-0.349,1.396,1.396
16.16,Pose203,1.745,0.349,-1.396,-1.396,-0.374,-0.171,-0.093,0.921,-0.543,0.284,-0.374,-0.344,-0.34,1.2,-0.573,0.291,1.745,-0.349,1.396,1.396
16.24,Pose204,1.745,0.349,-1.396,-1.396,-0.316,-0.193,-0.151,0.933,-0.535,0.298,-0.316,-0.348,-0.428,1.285,-0.609,0.309,1.745,-0.349,1.396,1.396
16.32,Pose205,1.745,0.349,-1.396,-1.396,-0.253,-0.207,-0.216,0.943,-0.525,0.306,-0.253,-0.346,-0.5,1.324,-0.62,0.32,1.745,-0.349,1.396,1.396
16.4,Pose206,1.745,0.349,-1.396,-1.396,-0.188,-0.216,-0.281,0.946,-0.511,0.309,-0.188,-0.34,-0.544,1.305,-0.605,0.324,1.745,-0.349,1.396,1.396
16.48,Pose207,1.745,0.349,-1.396,-1.396,-0.126,-0.219,-0.336,0.939,-0.494,0.308,-0.126,-0.33,-0.551,1.231,-0.571,0.322,1.745,-0.349,1.396,1.396
16.56,Pose208,1.745,0.349,-1.396,-1.396,-0.072,-0.218,-0.38,0.923,-0.478,0.305,-0.072,-0.318,-0.525,1.118,-0.527,0.316,1.745,-0.349,1.396,1.396
16.64,Pose209,1.745,0.349,-1.396,-1.396,-0.03,-0.241,-0.409,0.905,-0.464,0.301,-0.03,-0.307,-0.481,0.997,-0.484,0.306,1.745,-0.349,1.396,1.396
16.72,Pose210,1.745,0.349,-1.396,-1.396,-0.005,-0.287,-0.427,0.891,-0.456,0.295,-0.005,-0.297,-0.444,0.909,-0.457,0.297,1.745,-0.349,1.396,1.396
16.8,Pose211,1.745,0.349,-1.396,-1.396,0,-0.29,-0.436,0.89,-0.454,0.29,0,-0.29,-0.435,0.89,-0.454,0.29,1.745,-0.349,1.396,1.396
16.88,Pose212,1.745,0.349,-1.396,-1.396,0,-0.283,-0.439,0.897,-0.458,0.283,0,-0.283,-0.439,0.897,-0.458,0.283,1.745,-0.349,1.396,1.396
16.96,Pose213,1.745,0.349,-1.396,-1.396,0,-0.273,-0.446,0.909,-0.463,0.273,0,-0.273,-0.446,0.909,-0.463,0.273,1.745,-0.349,1.396,1.396
17.04,Pose214,1.745,0.349,-1.396,-1.396,0,-0.26,-0.454,0.923,-0.469,0.26,0,-0.26,-0.453,0.923,-0.469,0.26,1.745,-0.349,1.396,1.396
17.12,Pose215,1.745,0.349,-1.396,-1.396,0,-0.244,-0.463,0.939,-0.477,0.244,0,-0.244,-0.462,0.939,-0.477,0.244,1.745,-0.349,1.396,1.396
17.2,Pose216,1.745,0.349,-1.396,-1.396,0,-0.226,-0.472,0.956,-0.484,0.226,0,-0.226,-0.472,0.956,-0.484,0.226,1.745,-0.349,1.396,1.396
17.28,Pose217,1.745,0.349,-1.396,-1.396,0,-0.205,-0.482,0.973,-0.492,0.205,0,-0.205,-0.481,0.973,-0.492,0.205,1.745,-0.349,1.396,1.396
17.36,Pose218,1.745,0.349,-1.396,-1.396,0,-0.176,-0.494,0.995,-0.501,0.176,0,-0.176,-0.494,0.994,-0.501,0.176,1.745,-0.349,1.396,1.396
17.44,Pose219,1.745,0.349,-1.396,-1.396,0,-0.153,-0.502,1.009,-0.507,0.153,0,-0.152,-0.501,1.009,-0.507,0.153,1.745,-0.349,1.396,1.396
17.52,Pose220,1.745,0.349,-1.396,-1.396,0,-0.129,-0.508,1.021,-0.512,0.129,0,-0.129,-0.508,1.02,-0.512,0.129,1.745,-0.349,1.396,1.396
17.6,Pose221,1.745,0.349,-1.396,-1.396,0,-0.107,-0.514,1.03,-0.516,0.107,0,-0.107,-0.514,1.03,-0.516,0.107,1.745,-0.349,1.396,1.396
17.68,Pose222,1.745,0.349,-1.396,-1.396,0,-0.085,-0.518,1.037,-0.519,0.085,0,-0.085,-0.518,1.037,-0.519,0.085,1.745,-0.349,1.396,1.396
17.76,Pose223,1.745,0.349,-1.396,-1.396,0,-0.066,-0.521,1.043,-0.522,0.066,0,-0.066,-0.521,1.042,-0.522,0.066,1.745,-0.349,1.396,1.396
17.84,Pose224,1.745,0.349,-1.396,-1.396,0,-0.049,-0.523,1.046,-0.523,0.049,0,-0.049,-0.523,1.046,-0.523,0.049,1.745,-0.349,1.396,1.396
17.92,Pose225,1.745,0.349,-1.396,-1.396,0,-0.035,-0.524,1.048,-0.524,0.035,0,-0.035,-0.524,1.048,-0.524,0.035,1.745,-0.349,1.396,1.396
18,Pose226,1.745,0.349,-1.396,-1.396,0,-0.024,-0.525,1.049,-0.525,0.024,0,-0.024,-0.524,1.049,-0.525,0.024,1.745,-0.349,1.396,1.396
