#WEBOTS_MOTION,V1.0,LHipYawPitch,LHipRoll,LHipPitch,LKneePitch,LAnklePitch,LAnkleRoll,RHipYawPitch,RHipRoll,RHipPitch,RKneePitch,RAnklePitch,RAnkleRoll
0.800,Pose21,0,-0.136,-0.482,1.013,-0.531,0.136,0,-0.136,-0.482,1.013,-0.531,0.136
0.840,Pose22,0,-0.157,-0.468,0.999,-0.531,0.157,0,-0.157,-0.468,0.999,-0.531,0.157
0.880,Pose23,0,-0.173,-0.454,0.987,-0.533,0.173,0,-0.174,-0.459,0.996,-0.537,0.174
0.920,Pose24,0,-0.15,-0.44,0.984,-0.544,0.19,0,-0.197,-0.52,1.119,-0.599,0.197
0.960,Pose25,0,-0.144,-0.442,0.999,-0.557,0.196,0,-0.211,-0.605,1.244,-0.639,0.211
1.000,Pose26,0,-0.146,-0.452,1.033,-0.582,0.198,0,-0.223,-0.743,1.374,-0.631,0.223
1.040,Pose27,0,-0.142,-0.454,1.051,-0.597,0.195,0,-0.219,-0.803,1.378,-0.575,0.219
1.080,Pose28,0,-0.134,-0.447,1.056,-0.609,0.187,0,-0.205,-0.815,1.313,-0.498,0.205
1.120,Pose29,0,-0.121,-0.427,1.045,-0.618,0.174,0,-0.184,-0.777,1.202,-0.425,0.184
1.160,Pose30,0,-0.128,-0.379,1.011,-0.632,0.145,0,-0.147,-0.678,1.037,-0.36,0.147
1.200,Pose31,0,-0.119,-0.344,0.99,-0.646,0.119,0,-0.119,-0.634,1,-0.366,0.119
1.240,Pose32,0,-0.065,-0.293,0.97,-0.677,0.065,0,-0.065,-0.604,1.022,-0.417,0.065
1.280,Pose33,0,-0.019,-0.253,0.948,-0.696,0.019,0,-0.019,-0.579,1.033,-0.453,0.019
1.320,Pose34,0,0.029,-0.204,0.913,-0.709,-0.029,0,0.029,-0.547,1.033,-0.486,-0.029
1.360,Pose35,0,0.094,-0.124,0.838,-0.714,-0.094,0,0.094,-0.489,1.014,-0.525,-0.094
1.400,Pose36,0,0.126,-0.096,0.828,-0.733,-0.126,0,0.12,-0.451,0.993,-0.542,-0.125
1.440,Pose37,0,0.153,-0.142,0.934,-0.792,-0.153,0,0.108,-0.424,0.983,-0.559,-0.147
1.480,Pose38,0,0.186,-0.337,1.196,-0.859,-0.186,0,0.117,-0.412,0.99,-0.578,-0.169
1.520,Pose39,0,0.199,-0.508,1.335,-0.827,-0.199,0,0.124,-0.42,1.008,-0.589,-0.177
1.560,Pose40,0,0.201,-0.661,1.384,-0.722,-0.201,0,0.126,-0.432,1.03,-0.599,-0.178
1.600,Pose41,0,0.184,-0.763,1.278,-0.515,-0.184,0,0.117,-0.435,1.047,-0.612,-0.17
1.640,Pose42,0,0.164,-0.739,1.148,-0.409,-0.164,0,0.105,-0.418,1.038,-0.62,-0.157
1.680,Pose43,0,0.14,-0.683,1.039,-0.356,-0.14,0,0.122,-0.387,1.017,-0.63,-0.139
1.720,Pose44,0,0.099,-0.628,1.006,-0.378,-0.099,0,0.099,-0.334,0.988,-0.654,-0.099
1.760,Pose45,0,0.062,-0.608,1.022,-0.414,-0.062,0,0.062,-0.299,0.974,-0.675,-0.062
1.800,Pose46,0,-0.007,-0.566,1.034,-0.468,0.007,0,-0.007,-0.233,0.935,-0.702,0.007
1.840,Pose47,0,-0.055,-0.53,1.029,-0.499,0.055,0,-0.055,-0.181,0.892,-0.712,0.055
1.880,Pose48,0,-0.095,-0.49,1.014,-0.524,0.095,0,-0.095,-0.126,0.839,-0.714,0.095
1.920,Pose49,0,-0.121,-0.452,0.993,-0.541,0.126,0,-0.127,-0.097,0.83,-0.732,0.127
1.960,Pose50,0,-0.105,-0.417,0.982,-0.565,0.157,0,-0.166,-0.194,1.018,-0.824,0.166
2.000,Pose51,0,-0.118,-0.413,0.99,-0.578,0.17,0,-0.187,-0.338,1.197,-0.859,0.187
2.040,Pose52,0,-0.125,-0.42,1.008,-0.588,0.177,0,-0.199,-0.509,1.335,-0.826,0.199
2.080,Pose53,0,-0.125,-0.436,1.039,-0.603,0.177,0,-0.198,-0.716,1.369,-0.653,0.198
2.120,Pose54,0,-0.118,-0.435,1.047,-0.612,0.17,0,-0.184,-0.764,1.278,-0.515,0.184
2.160,Pose55,0,-0.105,-0.418,1.038,-0.62,0.157,0,-0.164,-0.739,1.148,-0.409,0.164
2.200,Pose56,0,-0.124,-0.37,1.006,-0.636,0.128,0,-0.128,-0.657,1.009,-0.352,0.128
2.240,Pose57,0,-0.099,-0.334,0.988,-0.654,0.099,0,-0.099,-0.628,1.006,-0.378,0.099
2.280,Pose58,0,-0.04,-0.279,0.964,-0.685,0.04,0,-0.04,-0.596,1.028,-0.432,0.04
2.320,Pose59,0,0.007,-0.233,0.935,-0.702,-0.007,0,0.007,-0.566,1.034,-0.468,-0.007
2.360,Pose60,0,0.054,-0.181,0.893,-0.712,-0.054,0,0.054,-0.53,1.029,-0.499,-0.054
2.400,Pose61,0,0.095,-0.126,0.839,-0.714,-0.095,0,0.095,-0.49,1.014,-0.524,-0.095
2.440,Pose62,0,0.141,-0.11,0.869,-0.759,-0.141,0,0.121,-0.437,0.986,-0.55,-0.138
2.480,Pose63,0,0.166,-0.194,1.018,-0.824,-0.166,0,0.105,-0.417,0.982,-0.565,-0.157
2.520,Pose64,0,0.194,-0.422,1.275,-0.852,-0.194,0,0.122,-0.415,0.998,-0.583,-0.174
2.560,Pose65,0,0.202,-0.591,1.372,-0.781,-0.202,0,0.126,-0.426,1.02,-0.593,-0.179
2.600,Pose66,0,0.198,-0.716,1.369,-0.653,-0.198,0,0.125,-0.437,1.04,-0.603,-0.177
2.640,Pose67,0,0.184,-0.764,1.278,-0.515,-0.184,0,0.118,-0.436,1.047,-0.612,-0.17
2.680,Pose68,0,0.152,-0.712,1.087,-0.375,-0.152,0,0.109,-0.404,1.029,-0.625,-0.149
2.720,Pose69,0,0.128,-0.657,1.009,-0.352,-0.128,0,0.123,-0.37,1.006,-0.636,-0.128
2.760,Pose70,0,0.099,-0.629,1.006,-0.378,-0.099,0,0.099,-0.334,0.988,-0.654,-0.099
2.800,Pose71,0,0.04,-0.596,1.028,-0.432,-0.04,0,0.04,-0.279,0.964,-0.685,-0.04
2.840,Pose72,0,-0.007,-0.566,1.034,-0.468,0.007,0,-0.007,-0.233,0.935,-0.702,0.007
2.880,Pose73,0,-0.055,-0.53,1.029,-0.499,0.055,0,-0.055,-0.181,0.893,-0.712,0.055
2.920,Pose74,0,-0.111,-0.471,1.002,-0.531,0.111,0,-0.112,-0.104,0.821,-0.716,0.112
2.960,Pose75,0,-0.121,-0.437,0.986,-0.549,0.138,0,-0.141,-0.11,0.869,-0.759,0.141
3.000,Pose76,0,-0.112,-0.413,0.985,-0.571,0.164,0,-0.177,-0.26,1.108,-0.848,0.177
3.040,Pose77,0,-0.122,-0.415,0.998,-0.583,0.174,0,-0.194,-0.422,1.275,-0.852,0.194
3.080,Pose78,0,-0.126,-0.426,1.019,-0.593,0.179,0,-0.202,-0.591,1.372,-0.781,0.202
3.120,Pose79,0,-0.122,-0.438,1.046,-0.608,0.174,0,-0.192,-0.751,1.332,-0.582,0.192
3.160,Pose80,0,-0.112,-0.429,1.045,-0.616,0.164,0,-0.174,-0.759,1.214,-0.456,0.174
3.200,Pose81,0,-0.109,-0.404,1.029,-0.624,0.149,0,-0.153,-0.712,1.087,-0.375,0.153
3.240,Pose82,0,-0.114,-0.352,0.996,-0.644,0.115,0,-0.115,-0.64,1,-0.361,0.115
3.280,Pose83,0,-0.081,-0.317,0.981,-0.665,0.081,0,-0.081,-0.619,1.014,-0.395,0.081
3.320,Pose84,0,-0.04,-0.279,0.965,-0.685,0.04,0,-0.04,-0.596,1.028,-0.432,0.04
3.360,Pose85,0,0.007,-0.234,0.936,-0.702,-0.007,0,0.007,-0.566,1.034,-0.468,-0.007
3.400,Pose86,0,0.076,-0.154,0.867,-0.713,-0.076,0,0.076,-0.51,1.022,-0.512,-0.076
3.440,Pose87,0,0.111,-0.105,0.821,-0.716,-0.111,0,0.111,-0.471,1.002,-0.531,-0.111
3.480,Pose88,0,0.154,-0.143,0.935,-0.792,-0.154,0,0.109,-0.425,0.983,-0.558,-0.148
3.520,Pose89,0,0.177,-0.261,1.108,-0.848,-0.177,0,0.112,-0.413,0.985,-0.571,-0.164
3.560,Pose90,0,0.194,-0.423,1.275,-0.852,-0.194,0,0.122,-0.415,0.998,-0.583,-0.174
3.600,Pose91,0,0.201,-0.662,1.384,-0.721,-0.201,0,0.126,-0.432,1.03,-0.598,-0.179
3.640,Pose92,0,0.192,-0.751,1.332,-0.582,-0.192,0,0.122,-0.438,1.046,-0.608,-0.174
3.680,Pose93,0,0.174,-0.759,1.214,-0.456,-0.174,0,0.112,-0.429,1.045,-0.616,-0.164
3.720,Pose94,0,0.141,-0.683,1.039,-0.356,-0.141,0,0.122,-0.388,1.017,-0.63,-0.139
3.760,Pose95,0,0.114,-0.64,1,-0.361,-0.114,0,0.114,-0.352,0.996,-0.644,-0.114
3.800,Pose96,0,0.081,-0.619,1.014,-0.395,-0.081,0,0.081,-0.317,0.982,-0.664,-0.081
3.840,Pose97,0,0.017,-0.582,1.033,-0.45,-0.017,0,0.017,-0.257,0.952,-0.694,-0.017
3.880,Pose98,0,-0.031,-0.549,1.033,-0.484,0.031,0,-0.031,-0.208,0.916,-0.708,0.031
3.920,Pose99,0,-0.076,-0.51,1.022,-0.512,0.076,0,-0.076,-0.154,0.867,-0.713,0.076
3.960,Pose100,0,-0.121,-0.453,0.993,-0.541,0.126,0,-0.127,-0.098,0.83,-0.732,0.127
4.000,Pose101,0,-0.109,-0.425,0.983,-0.557,0.148,0,-0.154,-0.143,0.935,-0.792,0.154
4.040,Pose102,0,-0.118,-0.413,0.99,-0.577,0.17,0,-0.187,-0.338,1.197,-0.859,0.187
4.080,Pose103,0,-0.125,-0.42,1.008,-0.588,0.177,0,-0.199,-0.509,1.335,-0.826,0.199
4.120,Pose104,0,-0.126,-0.432,1.03,-0.598,0.179,0,-0.201,-0.662,1.384,-0.721,0.201
4.160,Pose105,0,-0.122,-0.438,1.046,-0.607,0.174,0,-0.192,-0.751,1.332,-0.582,0.192
4.200,Pose106,0,-0.105,-0.418,1.038,-0.62,0.157,0,-0.164,-0.74,1.148,-0.408,0.164
4.240,Pose107,0,-0.122,-0.388,1.017,-0.63,0.139,0,-0.141,-0.683,1.039,-0.356,0.141
4.280,Pose108,0,-0.099,-0.334,0.988,-0.654,0.099,0,-0.099,-0.629,1.006,-0.377,0.099
4.320,Pose109,0,-0.062,-0.299,0.974,-0.675,0.062,0,-0.062,-0.608,1.022,-0.414,0.062
4.360,Pose110,0,-0.017,-0.258,0.952,-0.694,0.017,0,-0.017,-0.582,1.033,-0.45,0.017
4.400,Pose111,0,0.031,-0.208,0.916,-0.708,-0.031,0,0.031,-0.549,1.033,-0.484,-0.031
4.440,Pose112,0,0.095,-0.126,0.84,-0.714,-0.095,0,0.095,-0.491,1.014,-0.524,-0.095
4.480,Pose113,0,0.127,-0.098,0.83,-0.732,-0.127,0,0.121,-0.453,0.993,-0.54,-0.125
4.520,Pose114,0,0.154,-0.143,0.935,-0.792,-0.154,0,0.109,-0.425,0.983,-0.557,-0.148
4.560,Pose115,0,0.187,-0.338,1.197,-0.859,-0.187,0,0.118,-0.413,0.99,-0.577,-0.17
4.600,Pose116,0,0.199,-0.509,1.335,-0.826,-0.199,0,0.125,-0.42,1.009,-0.588,-0.177
4.640,Pose117,0,0.201,-0.662,1.384,-0.721,-0.201,0,0.126,-0.432,1.031,-0.598,-0.179
4.680,Pose118,0,0.184,-0.764,1.278,-0.514,-0.184,0,0.118,-0.436,1.048,-0.612,-0.17
4.720,Pose119,0,0.164,-0.74,1.148,-0.408,-0.164,0,0.105,-0.418,1.038,-0.62,-0.157
4.760,Pose120,0,0.141,-0.683,1.039,-0.356,-0.141,0,0.122,-0.388,1.018,-0.63,-0.139
4.800,Pose121,0,0.099,-0.629,1.006,-0.377,-0.099,0,0.099,-0.334,0.988,-0.654,-0.099
4.840,Pose122,0,0.062,-0.608,1.022,-0.413,-0.062,0,0.062,-0.299,0.974,-0.675,-0.062
4.880,Pose123,0,0.017,-0.582,1.033,-0.45,-0.017,0,0.017,-0.258,0.952,-0.694,-0.017
4.920,Pose124,0,-0.055,-0.53,1.029,-0.499,0.055,0,-0.055,-0.181,0.893,-0.711,0.055
4.960,Pose125,0,-0.095,-0.491,1.014,-0.523,0.095,0,-0.095,-0.126,0.84,-0.714,0.095
5.000,Pose126,0,-0.121,-0.437,0.987,-0.549,0.138,0,-0.141,-0.111,0.87,-0.759,0.141
5.040,Pose127,0,-0.105,-0.418,0.982,-0.565,0.157,0,-0.166,-0.195,1.018,-0.823,0.166
5.080,Pose128,0,-0.118,-0.413,0.99,-0.577,0.17,0,-0.187,-0.338,1.197,-0.859,0.187
5.120,Pose129,0,-0.125,-0.421,1.009,-0.588,0.177,0,-0.199,-0.509,1.335,-0.826,0.199
5.160,Pose130,0,-0.125,-0.437,1.04,-0.603,0.177,0,-0.198,-0.717,1.369,-0.652,0.198
5.200,Pose131,0,-0.118,-0.436,1.048,-0.612,0.17,0,-0.184,-0.764,1.278,-0.514,0.184
5.240,Pose132,0,-0.109,-0.404,1.029,-0.624,0.149,0,-0.153,-0.712,1.087,-0.375,0.153
5.280,Pose133,0,-0.124,-0.37,1.006,-0.636,0.128,0,-0.128,-0.657,1.008,-0.351,0.128
5.320,Pose134,0,-0.099,-0.334,0.988,-0.654,0.099,0,-0.099,-0.629,1.006,-0.377,0.099
5.360,Pose135,0,-0.04,-0.28,0.965,-0.685,0.04,0,-0.04,-0.597,1.028,-0.432,0.04
5.400,Pose136,0,0.007,-0.234,0.936,-0.702,-0.007,0,0.007,-0.567,1.034,-0.467,-0.007
5.440,Pose137,0,0.054,-0.182,0.893,-0.711,-0.054,0,0.054,-0.53,1.029,-0.498,-0.054
5.480,Pose138,0,0.111,-0.105,0.822,-0.716,-0.111,0,0.11,-0.471,1.003,-0.531,-0.111
5.520,Pose139,0,0.141,-0.111,0.87,-0.759,-0.141,0,0.12,-0.438,0.987,-0.549,-0.137
5.560,Pose140,0,0.166,-0.196,1.019,-0.823,-0.166,0,0.104,-0.418,0.983,-0.565,-0.156
5.600,Pose141,0,0.193,-0.424,1.276,-0.852,-0.193,0,0.121,-0.417,0.999,-0.583,-0.174
5.640,Pose142,0,0.201,-0.592,1.373,-0.781,-0.201,0,0.125,-0.428,1.021,-0.593,-0.178
5.680,Pose143,0,0.196,-0.718,1.37,-0.652,-0.196,0,0.124,-0.439,1.041,-0.602,-0.176
5.720,Pose144,0,0.173,-0.761,1.215,-0.454,-0.173,0,0.11,-0.431,1.047,-0.615,-0.163
5.760,Pose145,0,0.15,-0.714,1.088,-0.373,-0.15,0,0.107,-0.407,1.031,-0.624,-0.147
5.800,Pose146,0,0.125,-0.66,1.009,-0.349,-0.125,0,0.121,-0.374,1.009,-0.635,-0.125
5.840,Pose147,0,0.078,-0.622,1.014,-0.392,-0.078,0,0.078,-0.322,0.985,-0.663,-0.078
5.880,Pose148,0,0.035,-0.601,1.028,-0.428,-0.035,0,0.035,-0.286,0.969,-0.683,-0.035
5.920,Pose149,0,-0.038,-0.555,1.032,-0.478,0.038,0,-0.038,-0.217,0.922,-0.705,0.038
5.960,Pose150,0,-0.085,-0.517,1.021,-0.504,0.085,0,-0.085,-0.164,0.874,-0.71,0.085
6.000,Pose151,0,-0.121,-0.479,1,-0.521,0.122,0,-0.122,-0.118,0.83,-0.712,0.122
6.040,Pose152,0,-0.124,-0.436,0.979,-0.543,0.163,0,-0.17,-0.138,0.926,-0.788,0.17
6.080,Pose153,0,-0.131,-0.421,0.977,-0.556,0.183,0,-0.198,-0.21,1.065,-0.855,0.198
6.120,Pose154,0,-0.152,-0.414,0.985,-0.571,0.205,0,-0.23,-0.348,1.242,-0.894,0.23
6.160,Pose155,0,-0.161,-0.412,0.989,-0.577,0.214,0,-0.24,-0.425,1.284,-0.86,0.24
6.200,Pose156,0,-0.167,-0.401,0.98,-0.579,0.22,0,-0.237,-0.464,1.21,-0.746,0.237
6.240,Pose157,0,-0.168,-0.385,0.962,-0.577,0.22,0,-0.229,-0.434,1.097,-0.662,0.229
6.280,Pose158,0,-0.201,-0.365,0.939,-0.575,0.218,0,-0.221,-0.383,0.983,-0.599,0.221
6.320,Pose159,0,-0.213,-0.344,0.92,-0.576,0.213,0,-0.213,-0.344,0.92,-0.576,0.213
6.360,Pose160,0,-0.207,-0.343,0.922,-0.579,0.207,0,-0.207,-0.343,0.922,-0.579,0.207
6.400,Pose161,0,-0.194,-0.352,0.933,-0.582,0.194,0,-0.194,-0.352,0.933,-0.582,0.194
6.440,Pose162,0,-0.182,-0.362,0.945,-0.582,0.182,0,-0.182,-0.362,0.944,-0.582,0.182
6.480,Pose163,0,-0.161,-0.383,0.964,-0.581,0.161,0,-0.161,-0.383,0.964,-0.581,0.161
6.520,Pose164,0,-0.138,-0.407,0.985,-0.578,0.138,0,-0.138,-0.407,0.985,-0.577,0.138
6.560,Pose165,0,-0.121,-0.424,0.998,-0.574,0.121,0,-0.121,-0.424,0.998,-0.574,0.121
6.600,Pose166,0,-0.096,-0.448,1.014,-0.567,0.096,0,-0.096,-0.448,1.014,-0.566,0.096
6.640,Pose167,0,-0.08,-0.462,1.023,-0.561,0.08,0,-0.08,-0.462,1.023,-0.561,0.08
6.680,Pose168,0,-0.058,-0.481,1.034,-0.552,0.058,0,-0.058,-0.481,1.033,-0.552,0.058
6.720,Pose169,0,-0.046,-0.491,1.038,-0.547,0.046,0,-0.046,-0.491,1.038,-0.547,0.046
6.760,Pose170,0,-0.031,-0.503,1.043,-0.54,0.031,0,-0.031,-0.503,1.043,-0.54,0.031

